ParticipantID,DataType,AttemptNumber,Movement,Error,AudioCue,Time,Gender,VideoGame
sid,D,1,Turns Right,N/A,0,48.28449
sid,D,1,Forward,yes,0,48.69039
sid,D,1,Forward,yes,0,49.22268
sid,D,1,Turns Left,N/A,0,49.57124
sid,D,1,Forward,yes,0,50.27372
sid,D,1,Turns Right,N/A,0,50.75609
sid,D,1,Turns Right,N/A,0,51.15631
sid,D,1,Forward,yes,0,51.43043
sid,D,1,Turns Left,N/A,0,51.78025
sid,D,1,Forward,yes,0,52.0859
sid,D,1,Forward,yes,0,52.29256
sid,D,1,Turns Left,N/A,0,52.65201
sid,D,1,Forward,yes,0,52.93113
sid,D,1,Forward,yes,0,53.1611
sid,D,1,Forward,yes,0,53.35942
sid,D,1,Forward,yes,0,53.54107
sid,D,1,Forward,yes,0,53.72149
sid,D,1,Forward,yes,0,53.90355
sid,D,1,Turns Right,N/A,49,54.31561
sid,D,1,Forward,yes,49,54.7295
sid,D,1,Forward,yes,49,55.21055
sid,D,2,Turns Right,N/A,54,56.11569
sid,D,2,Forward,yes,54,56.37254
sid,D,2,Forward,yes,54,56.63866
sid,D,2,Forward,yes,54,56.87158
sid,D,2,Forward,yes,54,57.23883
sid,D,2,Turns Left,N/A,54,57.46501
sid,D,2,Forward,yes,54,57.73948
sid,D,2,Forward,yes,54,57.94264
sid,D,2,Forward,yes,54,58.13742
sid,D,2,Forward,yes,54,58.34962
sid,D,2,Forward,yes,54,58.71527
sid,D,2,Forward,yes,54,59.22625
sid,D,2,Turns Right,N/A,18,59.59721
sid,D,2,Forward,yes,18,59.99896
sid,D,2,Forward,yes,18,60.42405
sid,D,3,Turns Left,N/A,39,61.20629
sid,D,3,Turns Right,N/A,39,61.5043
sid,D,3,Turns Right,N/A,39,61.72683
sid,D,3,Forward,yes,39,61.99133
sid,D,3,Forward,yes,39,62.22398
sid,D,3,Forward,yes,39,62.51996
sid,D,3,Forward,yes,0,62.89132
sid,D,3,Turns Left,N/A,0,63.51078
sid,D,3,Forward,yes,0,63.86604
sid,D,3,Forward,yes,0,64.14606
sid,D,3,Forward,yes,0,64.38943
sid,D,3,Forward,yes,0,64.62537
sid,D,3,Forward,yes,0,64.87092
sid,D,3,Forward,yes,0,65.17001
sid,D,3,Turns Right,N/A,11,65.48811
sid,D,3,Forward,yes,11,65.90588
sid,D,3,Forward,yes,11,66.42596
sid,D,4,Turns Right,N/A,6,67.42654
sid,D,4,Forward,yes,6,67.78313
sid,D,4,Forward,yes,6,68.06737
sid,D,4,Forward,yes,6,68.36032
sid,D,4,Forward,yes,6,68.82491
sid,D,4,Turns Left,N/A,6,69.08159
sid,D,4,Forward,yes,6,69.39886
sid,D,4,Forward,yes,6,69.58836
sid,D,4,Forward,yes,6,69.75597
sid,D,4,Forward,yes,6,69.92635
sid,D,4,Forward,yes,6,70.10496
sid,D,4,Forward,yes,6,70.49445
sid,D,4,Turns Right,N/A,52,70.82338
sid,D,4,Forward,yes,52,71.07249
sid,D,4,Forward,yes,52,71.27626
sid,D,5,Turns Right,N/A,59,72.16104
sid,D,5,Forward,yes,59,72.41605
sid,D,5,Forward,yes,59,72.59422
sid,D,5,Forward,yes,59,72.77123
sid,D,5,Forward,yes,59,72.94551
sid,D,5,Turns Left,N/A,59,73.39088
sid,D,5,Forward,yes,59,73.66604
sid,D,5,Forward,yes,59,73.85011
sid,D,5,Forward,yes,59,74.00774
sid,D,5,Forward,yes,59,74.16301
sid,D,5,Forward,yes,0,74.32622
sid,D,5,Forward,yes,0,74.50756
sid,D,5,Turns Right,N/A,53,74.7926
sid,D,5,Turns Right,N/A,53,74.99418
sid,D,5,Turns Left,N/A,53,75.36977
sid,D,5,Forward,yes,53,75.67152
sid,D,5,Forward,yes,53,75.8436
sid,T,6,Turns Right,N/A,23,82.78896
sid,T,6,Forward,yes,23,83.12818
sid,T,6,Forward,yes,23,83.36592
sid,T,6,Forward,yes,0,83.63107
sid,T,6,Turns Left,N/A,0,83.91132
sid,T,6,Forward,yes,0,84.21069
sid,T,6,Forward,yes,0,84.42693
sid,T,6,Turns Left,N/A,0,84.70853
sid,T,6,Forward,yes,0,84.994
sid,T,6,Forward,yes,0,85.21347
sid,T,6,Forward,yes,0,85.41258
sid,T,6,Forward,yes,0,85.61331
sid,T,6,Forward,yes,0,85.80834
sid,T,6,Forward,yes,0,86.18844
sid,T,6,Turns Right,N/A,43,86.50359
sid,T,6,Forward,yes,43,86.83063
sid,T,6,Forward,yes,43,87.06075
sid,T,7,Turns Right,N/A,56,87.98846
sid,T,7,Forward,yes,56,88.35495
sid,T,7,Forward,yes,56,88.57953
sid,T,7,Turns Left,N/A,56,88.92393
sid,T,7,Forward,yes,56,89.20693
sid,T,7,Forward,yes,56,89.44905
sid,T,7,Turns Left,N/A,56,89.73866
sid,T,7,Forward,yes,56,90.02217
sid,T,7,Forward,yes,56,90.26297
sid,T,7,Forward,yes,56,90.47334
sid,T,7,Forward,yes,56,90.71436
sid,T,7,Forward,yes,56,91.10841
sid,T,7,Forward,yes,56,91.47621
sid,T,7,Turns Right,N/A,1,91.77094
sid,T,7,Forward,yes,1,91.99281
sid,T,7,Forward,yes,1,92.20413
sid,T,1,Turns Left,N/A,0,99.58852
sid,T,1,Turns Right,N/A,0,100.0789
sid,T,1,Turns Right,N/A,0,100.3957
sid,T,1,Forward,yes,0,100.7036
sid,T,1,Forward,yes,0,100.9264
sid,T,1,Forward,yes,0,101.075
sid,T,1,Forward,yes,0,101.3687
sid,T,1,Forward,yes,0,101.5209
sid,T,1,Forward,yes,0,101.7312
sid,T,1,Turns Left,N/A,0,101.969
sid,T,1,Forward,yes,0,102.2634
sid,T,1,Forward,yes,0,102.5671
sid,T,1,Turns Left,N/A,0,102.8543
sid,T,1,Forward,yes,0,103.1333
sid,T,1,Forward,yes,0,103.4527
sid,T,1,Turns Left,N/A,0,103.7583
sid,T,1,Turns Right,N/A,0,104.0935
sid,T,1,Turns Right,N/A,0,104.2937
sid,T,1,Forward,yes,0,104.5528
sid,T,1,Forward,yes,0,104.8014
sid,T,1,Turns Right,N/A,0,105.1224
sid,T,1,Forward,yes,0,105.4612
sid,T,1,Forward,yes,0,105.6669
sid,T,1,Turns Left,N/A,0,105.9249
sid,T,1,Forward,yes,0,106.2029
