ParticipantID,DataType,AttemptNumber,Movement,Error,AudioCue,Time,Gender,VideoGame
,D,1,Turns Left,N/A,4,17.60211
,D,1,Turns Left,N/A,4,17.95853
,D,1,Turns Left,N/A,4,18.2387
,D,1,Turns Left,N/A,4,18.71871
,D,1,Turns Right,N/A,4,19.13605
,D,1,Turns Right,N/A,4,19.40921
,D,1,Turns Left,N/A,4,19.71867
,D,1,Forward,no,4,20.08898
,D,1,Turns Left,N/A,4,20.48692
,D,1,Turns Right,N/A,4,23.26544
,D,1,Turns Right,N/A,4,23.70287
,D,1,Turns Right,N/A,4,23.96773
,D,1,Turns Left,N/A,0,27.51204
,D,1,Turns Left,N/A,0,27.88905
,D,1,Turns Left,N/A,0,28.28895
,D,1,Turns Left,N/A,0,29.04015
,D,1,Turns Right,N/A,0,29.67176
,D,1,Turns Right,N/A,0,30.09658
,D,1,Turns Left,N/A,0,30.44699
,D,1,Turns Left,N/A,0,34.01684
,D,1,Turns Left,N/A,0,34.39056
,D,1,Turns Right,N/A,0,34.68658
,D,1,Turns Right,N/A,0,40.19865
,D,1,Turns Right,N/A,0,40.48867
,D,1,Turns Left,N/A,0,40.97682
,D,1,Forward,yes,0,41.88933
,D,1,Forward,no,0,42.15131
,D,1,Turns Left,N/A,0,42.5611
,D,1,Forward,no,0,43.18762
,T,2,Turns Left,N/A,0,54.01721
,T,2,Turns Left,N/A,0,54.36722
,T,2,Turns Left,N/A,0,54.88674
,T,2,Turns Left,N/A,0,55.15221
,T,2,Turns Right,N/A,0,56.35937
,T,2,Turns Right,N/A,0,56.66392
,T,2,Forward,yes,0,59.65783
,T,2,Turns Left,N/A,60,61.51094
,T,2,Turns Right,N/A,60,67.84819
,T,2,Forward,yes,60,68.20827
,T,2,Turns Left,N/A,60,68.50362
,T,2,Forward,no,60,68.91366
,T,2,Forward,no,60,69.21654
,T,2,Turns Left,N/A,60,69.52104
,T,2,Forward,no,0,69.87971
,D,1,Turns Left,N/A,0,72.49039
,D,1,Turns Left,N/A,0,72.75475
,D,1,Turns Right,N/A,0,73.102
,D,1,Turns Right,N/A,0,73.34726
,D,1,Turns Left,N/A,0,73.69025
,D,1,Forward,no,0,73.94048
,D,1,Turns Right,N/A,0,74.20181
,D,1,Forward,yes,0,74.50764
,D,1,Forward,no,0,74.74756
,D,1,Turns Right,N/A,0,74.97917
,D,1,Forward,no,0,75.28215
,D,1,Forward,no,0,75.52963
,T,2,Turns Left,N/A,0,77.50083
